created_at;id_str;full_text;quote_count;reply_count;retweet_count;favorite_count;lang;user_id_str;conversation_id_str;username;tweet_url
Thu Aug 24 08:31:43 +0000 2023;1694628541265260958;"Mile's unique way of applying sunscreen with two fingers: the gesture of happiness and the gesture of I love you, it's so cute.  #ManSuangxMileApo";0;0;0;0;en;1585968015719342080;1694628541265260958;xixi381403977;https://twitter.com/xixi381403977/status/1694628541265260958
Thu Aug 24 08:31:38 +0000 2023;1694628519480074292;"@europies Kamu pakai sunscreen apaa?";0;0;0;0;in;1470776489457115144;1694626866957877289;coeurvi;https://twitter.com/coeurvi/status/1694628519480074292
Thu Aug 24 08:30:07 +0000 2023;1694628137936867479;"jb wtb yang udah extra gratong ya kalo bisa 1. body lotion 2. sunscreen spf di atas 30an 3. minyak telon";0;0;0;1;in;354882092;1694628137936867479;JUALAN_AUTOBASE;https://twitter.com/JUALAN_AUTOBASE/status/1694628137936867479
Thu Aug 24 08:29:36 +0000 2023;1694628008332865776;"@heru_YA_heru @_redlips___ @txtdrjkt Gw siang hari jam 12 jalan kaki ke halte. Kan ada sunscreen, ada topi, jaket. Banyak excuse banget anjiir. Sok sok komplen Jkt macet padahal sendiri nya yg bikin rame.";0;0;0;0;in;392122467;1694316258202882206;devita_dartias;https://twitter.com/devita_dartias/status/1694628008332865776
Thu Aug 24 08:27:32 +0000 2023;1694627487752585699;"skin prep? sunscreen? tetep penting! max 3 step aja biar ga kelamaan nunggu nyerep, aku pilihin yg wajibnya ajah  toner - moisturizer - sunscreen  pilih sunscreen glowy finish &amp  yg bikin makeup plek nempel dgn mudah. aku pakai skin1004 hyalu-cica 🎀https://t.co/OZBYPnv6XF https://t.co/LRtTqDYcig";0;1;0;0;in;1372251078855593985;1694624014793331004;skintelligency;https://twitter.com/skintelligency/status/1694627487752585699
Thu Aug 24 08:27:05 +0000 2023;1694627377039781894;"bf! sore my jangan lupa reapply sunscreen ya diluar panas banget https://t.co/2symh9Mk2R";0;1;0;8;tl;1104526619614502912;1694627377039781894;bitiesfess;https://twitter.com/bitiesfess/status/1694627377039781894
Thu Aug 24 08:23:24 +0000 2023;1694626446076256454;"tekstur gel warna blue diamond , liat deh teksturnya CANTIK BANGET WOYY😫😫  ringan dikulit, cepat meresap ga lengket di kulit pastinya!   aku biasanya pake di pagi dan malam hari, tidak dianjurkan dipakai bersamaan dengan retinol❗ untuk pemakaian pagi hari wajib pake sunscreen! https://t.co/cFvpcgufvs";0;1;0;0;in;1566595747742568449;1694626428615299384;yiesyah1;https://twitter.com/yiesyah1/status/1694626446076256454
Thu Aug 24 08:23:05 +0000 2023;1694626368368030094;"Looking for a sunscreen to wear under your makeup?  Check out @derma_e Sun Protection Mineral Powder with SPF 30! 🌞 It's infused with antioxidants like Green Tea and Chamomile, leaving your skin protected and glowing naturally. ✨  This is one of our #TravelGram essentials. https://t.co/WDSLAHvFv5";0;0;0;0;en;320610108;1694626368368030094;healthyuke;https://twitter.com/healthyuke/status/1694626368368030094
Thu Aug 24 08:22:58 +0000 2023;1694626341029859406;"PANASS BGTT BJIRRR hrs pake sunscreen brpa botol!!";0;0;0;0;in;1494917072115335171;1694626341029859406;noceuray;https://twitter.com/noceuray/status/1694626341029859406
Thu Aug 24 08:22:35 +0000 2023;1694626244166570216;"@bigDELAGaming @s_from_ukraine @MrGoMario @visegrad24 @eyeofbass cool get some on million sunblock 🧴";0;0;0;0;en;1450210408975908865;1694463449764642926;cascadierra;https://twitter.com/cascadierra/status/1694626244166570216
