created_at;id_str;full_text;quote_count;reply_count;retweet_count;favorite_count;lang;user_id_str;conversation_id_str;username;tweet_url
Fri Aug 11 23:59:39 +0000 2023;1690151020314214400;"It’s crazy how I just use Vaseline and sunscreen on my face";0;0;0;0;en;987775020087865345;1690151020314214400;sinelele;https://twitter.com/sinelele/status/1690151020314214400
Fri Aug 11 23:59:39 +0000 2023;1690151019798466560;"@_Michelle_Jean_ perfume or cologne. Then, spraying on bug repellant or more sunscreen periodically throughout the day x 4 days. It's just too much. Too many possible migraine triggers. It's too expensive an event to be miseable the whole time.";0;0;0;0;en;67636466;1690088088444542976;briasoleil;https://twitter.com/briasoleil/status/1690151019798466560
Fri Aug 11 23:58:46 +0000 2023;1690150799920287744;"And rubbing sunscreen on her dress";0;1;0;0;en;1329029506523418624;1690150060716429312;8rivy;https://twitter.com/8rivy/status/1690150799920287744
Fri Aug 11 23:58:24 +0000 2023;1690150705116397568;"@RepAOC @charlotteparler Your district has:  The highest infant mortality,  Drug overdoses in the dozens each day,  Poverty levels almost equal to the great depression,  but sunscreen.   Your constituents can rest easy knowing you're fighting for sunscreen!";7;44;179;1580;en;2917043576;1689796457937637376;JosBtrigga;https://twitter.com/JosBtrigga/status/1690150705116397568
Fri Aug 11 23:58:07 +0000 2023;1690150636074008576;"@elyonceeee cerave cleanser, vitamin c serum, retinoid cream, cerave moisturiser, sunscreen is all you need";0;2;0;0;en;1024737581462892544;1690125751629066241;shadesofro;https://twitter.com/shadesofro/status/1690150636074008576
Fri Aug 11 23:57:19 +0000 2023;1690150435187802112;"Russians are in the middle of war where they are losing soldiers by the hundreds every day and STILL go to the moon.  Meanwhile, our biggest priority is....  *checks notes*  Sunscreen.";2;30;43;192;en;2917043576;1690150435187802112;JosBtrigga;https://twitter.com/JosBtrigga/status/1690150435187802112
Fri Aug 11 23:57:05 +0000 2023;1690150374097784832;"@RepAOC @charlotteparler Yeah - sunscreen causes cancer so I’m gonna hard pass.";0;0;0;0;en;330733212;1689796457937637376;CaptGravy;https://twitter.com/CaptGravy/status/1690150374097784832
Fri Aug 11 23:56:59 +0000 2023;1690150349297106944;"@_Michelle_Jean_ I've only been 3 times, but public events like this are no longer feasible for me. I have multiple chemical sensitivity, so being surrounded by people wearing clothes that smell like laundry products, them smelling of shower gel or soap, shampoo, conditioner, lotion, sunscreen,";0;2;0;1;en;67636466;1690088088444542976;briasoleil;https://twitter.com/briasoleil/status/1690150349297106944
Fri Aug 11 23:56:11 +0000 2023;1690150150029615104;"@Bella_ItalianM ❤️❤️❤️ I got the sunscreen.";0;0;0;1;en;1361502001356541956;1690138241763278850;TheIronHorse7;https://twitter.com/TheIronHorse7/status/1690150150029615104
Fri Aug 11 23:55:44 +0000 2023;1690150036460716032;"ross be like: “sunscreen? gotta put on your sunscreen guys” such a dad 💀";0;0;0;0;en;388059540;1690150036460716032;ellynerynna;https://twitter.com/ellynerynna/status/1690150036460716032
