created_at;id_str;full_text;quote_count;reply_count;retweet_count;favorite_count;lang;user_id_str;conversation_id_str;username;tweet_url
Sun Aug 27 14:44:37 +0000 2023;1695809548945420761;"Lg ngeh itu sebaceous filaments jd pada numpuk karena ampoule-moist-sunscreen nya oil control semua..... Di cuaca ini yg bikin kulitku kering.....";0;0;0;0;in;2798289079;1695808630485135852;paidriver;https://twitter.com/paidriver/status/1695809548945420761
Sun Aug 27 14:43:54 +0000 2023;1695809366040203308;"Jujur semakin happy sekarang skincare dengan harga affordable udah banyak dijual di minimarket kesayangan terdekat. Gaada alesan buat orang untuk ga skincarean skrg, at least punya FW, Moisturizer, dan yang terpenting Sunscreen lah";0;0;0;0;in;1571439593853194242;1695809366040203308;Depokalypse;https://twitter.com/Depokalypse/status/1695809366040203308
Sun Aug 27 14:43:53 +0000 2023;1695809363330707558;"hari ini gue ga pake sunscreen gmn ya nasib muka gue…";0;0;0;0;in;1587889192662896640;1695809363330707558;electnibro;https://twitter.com/electnibro/status/1695809363330707558
Sun Aug 27 14:43:51 +0000 2023;1695809354392375481;"@yummmyyyu @Pumi_vee @buhlesrevenge i have sensitive skin too. you aren’t using the right sunscreen then. use a gel based one like the Black Girl Sunscreen. their matte version works.";0;0;0;0;en;1584068712956674049;1694996725621010761;vampdizzy;https://twitter.com/vampdizzy/status/1695809354392375481
Sun Aug 27 14:42:45 +0000 2023;1695809078638112988;"Sama sunscreen, krn yg skrg terlalu mattifying";0;1;0;0;in;2798289079;1695808630485135852;paidriver;https://twitter.com/paidriver/status/1695809078638112988
Sun Aug 27 14:42:42 +0000 2023;1695809065832558795;"@AlexanderMWolf7 @_nicula @hubermanlab "just wanted to say that the laws of diffusion would predict sunscreen to be found in the brains of humans 10 years after use."  Substantiate this claim please.";0;0;0;0;en;1202836669281513473;1694929899461427472;AviBittMD;https://twitter.com/AviBittMD/status/1695809065832558795
Sun Aug 27 14:41:31 +0000 2023;1695808768330887584;"Shirt: Uniqlo Headpiece: @HammieG’s birthday crown Cardigan: Arbor kay @FilipinoChulo Skincare: puyat and sunscreen";0;0;0;0;en;1477033460212826112;1695808763591344337;LorenzoSanLo;https://twitter.com/LorenzoSanLo/status/1695808768330887584
Sun Aug 27 14:41:21 +0000 2023;1695808727688036796;"@ohmybeautybank Cara tau klo itu sunscreen physical, chemical, dkk itu gimana? Soalnya kan ga smua ss ada tulisannya itu golongan paa";0;0;0;0;in;741512786375647232;1695674666688671968;haloerw;https://twitter.com/haloerw/status/1695808727688036796
Sun Aug 27 14:40:05 +0000 2023;1695808408153366648;"jb yuuu dom bekasiii (harga sebelum pake voc live 20k dan bisa gratis ongkir) sender @nanazk • sunscreen &amp  moist the originote 36k  • originote retinol b3 serum 36k • originote hyalu c serum 35k • moist eiem 30k • garnier micellar water 125ml 27k • garnier  (cont..) https://t.co/FoGhKHOpTi";0;1;0;0;in;354882092;1695808408153366648;JUALAN_AUTOBASE;https://twitter.com/JUALAN_AUTOBASE/status/1695808408153366648
Sun Aug 27 14:39:27 +0000 2023;1695808245682872770;"2. skincare skincare an sebelum tidur dan sesudah mandi, &amp &amp &amp &amp  jgn lupa wajib bgt pakai sunscreen untuk lindungi kulit kamu dr sinar matahari https://t.co/SRYMYlu7vx";0;1;0;0;in;1695702958615527424;1695808226712015272;moshiesusi;https://twitter.com/moshiesusi/status/1695808245682872770
